d_taxi_pass,d_taxi_dest,rel_dir_taxi_to_pass,rel_dir_taxi_to_dest,passenger_in_taxi,action,map_name
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,3,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,0,map_1.txt
4,4,-1,-1,0,0,map_1.txt
6,6,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,2,map_1.txt
4,4,-1,-1,0,0,map_1.txt
6,6,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,3,map_1.txt
6,6,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,1,map_1.txt
1,1,-2,-2,0,1,map_1.txt
7,7,-1,-1,0,2,map_1.txt
7,7,-1,-1,0,3,map_1.txt
4,4,-2,-2,0,3,map_1.txt
4,4,-2,-2,0,3,map_1.txt
4,4,-2,-2,0,5,map_1.txt
0,4,0,-2,0,0,map_1.txt
6,5,-1,-1,0,0,map_1.txt
1,5,1,-2,0,0,map_1.txt
5,4,-1,-1,0,2,map_1.txt
5,4,-1,-1,0,1,map_1.txt
1,5,1,-2,0,2,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,2,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,0,map_1.txt
5,5,-2,-2,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
5,5,-2,-2,0,1,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,0,map_1.txt
4,4,-1,-1,0,0,map_1.txt
4,4,-2,-2,0,3,map_1.txt
4,4,-2,-2,0,1,map_1.txt
1,1,1,1,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,1,map_1.txt
6,6,-1,-1,0,3,map_1.txt
3,3,-2,-2,0,3,map_1.txt
3,3,-2,-2,0,2,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,1,map_1.txt
2,2,-2,-2,0,3,map_1.txt
6,6,-1,-1,0,3,map_1.txt
3,3,-2,-2,0,3,map_1.txt
3,3,-2,-2,0,0,map_1.txt
4,4,-1,-1,0,2,map_1.txt
0,0,0,0,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
0,4,0,-2,0,0,map_1.txt
6,5,-1,-1,0,0,map_1.txt
1,5,1,-2,0,0,map_1.txt
5,4,-1,-1,0,0,map_1.txt
2,6,1,-2,0,2,map_1.txt
2,6,1,-2,0,1,map_1.txt
5,4,-1,-1,0,1,map_1.txt
1,5,1,-2,0,2,map_1.txt
3,6,-1,-2,0,0,map_1.txt
4,2,2,-2,0,0,map_1.txt
2,5,-1,-2,0,1,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,3,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,2,map_1.txt
3,3,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,3,map_1.txt
5,5,-2,-2,0,1,map_1.txt
2,2,-2,-2,0,1,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,0,map_1.txt
3,3,-1,-1,0,2,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,2,map_1.txt
6,6,-1,-1,0,0,map_1.txt
0,0,0,0,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
1,1,1,1,0,0,map_1.txt
4,4,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
7,4,2,-1,0,3,map_1.txt
5,1,2,1,0,1,map_1.txt
4,5,-1,-1,0,3,map_1.txt
2,4,2,-2,0,0,map_1.txt
6,3,2,-1,0,0,map_1.txt
3,5,1,-2,0,3,map_1.txt
2,5,-1,-2,0,3,map_1.txt
2,5,-1,-2,0,1,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,0,map_1.txt
5,4,-1,-1,0,0,map_1.txt
2,6,1,-2,0,1,map_1.txt
5,4,-1,-1,0,1,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,2,map_1.txt
0,0,0,0,0,0,map_1.txt
5,5,-1,-1,0,3,map_1.txt
4,4,-2,-2,0,0,map_1.txt
3,3,-1,-1,0,3,map_1.txt
2,2,-2,-2,0,1,map_1.txt
6,6,-2,-2,0,1,map_1.txt
1,1,-2,-2,0,3,map_1.txt
5,5,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
1,3,2,-2,0,2,map_1.txt
5,6,-1,-1,0,4,map_1.txt
5,6,-1,-1,0,3,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,2,map_1.txt
4,0,2,0,0,0,map_1.txt
4,5,-1,-1,0,5,map_1.txt
4,5,-1,-1,0,0,map_1.txt
5,1,2,1,0,0,map_1.txt
3,4,-1,-2,0,2,map_1.txt
4,4,2,-2,0,1,map_1.txt
7,4,2,-1,0,1,map_1.txt
3,3,2,-2,0,3,map_1.txt
4,5,-1,-1,0,3,map_1.txt
2,4,2,-2,0,1,map_1.txt
7,4,-1,-1,0,1,map_1.txt
1,3,2,-2,0,3,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,0,map_1.txt
4,2,2,-2,0,3,map_1.txt
4,2,2,-2,0,2,map_1.txt
6,3,2,-1,0,1,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,1,map_1.txt
7,7,-1,-1,0,1,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,3,map_1.txt
4,4,-2,-2,0,3,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,2,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,5,map_1.txt
2,6,1,-2,0,0,map_1.txt
2,6,1,-2,0,1,map_1.txt
5,4,-1,-1,0,1,map_1.txt
1,5,1,-2,0,2,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,1,map_1.txt
4,7,-1,-1,0,3,map_1.txt
0,4,0,-2,0,3,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,0,map_1.txt
4,4,-1,-1,0,3,map_1.txt
4,4,-1,-1,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
5,5,-2,-2,0,1,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
5,6,-1,-1,0,3,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,2,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
2,4,2,-2,0,2,map_1.txt
4,5,-1,-1,0,1,map_1.txt
4,0,2,0,0,1,map_1.txt
5,6,-1,-1,0,0,map_1.txt
4,0,2,0,0,0,map_1.txt
4,5,-1,-1,0,3,map_1.txt
2,4,2,-2,0,0,map_1.txt
6,3,2,-1,0,3,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,0,map_1.txt
4,4,-1,-1,0,2,map_1.txt
4,4,-1,-1,0,1,map_1.txt
5,5,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,2,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,0,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,0,map_1.txt
1,1,1,1,0,0,map_1.txt
4,4,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,3,map_1.txt
1,1,1,1,0,2,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,3,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,1,map_1.txt
4,7,-1,-1,0,3,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,1,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,5,map_1.txt
7,4,2,-1,0,1,map_1.txt
3,3,2,-2,0,1,map_1.txt
8,5,2,-1,0,3,map_1.txt
4,0,2,0,0,3,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,0,map_1.txt
6,3,2,-1,0,0,map_1.txt
3,5,1,-2,0,3,map_1.txt
2,5,-1,-2,0,3,map_1.txt
2,5,-1,-2,0,1,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,1,map_1.txt
4,7,-1,-1,0,3,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,0,map_1.txt
4,4,-1,-1,0,0,map_1.txt
4,4,-2,-2,0,3,map_1.txt
4,4,-2,-2,0,1,map_1.txt
1,1,1,1,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,1,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,5,map_1.txt
3,1,2,-2,0,0,map_1.txt
3,6,-1,-2,0,0,map_1.txt
4,2,2,-2,0,0,map_1.txt
2,5,-1,-2,0,2,map_1.txt
3,5,1,-2,0,1,map_1.txt
6,3,2,-1,0,1,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,3,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,0,map_1.txt
4,4,-1,-1,0,0,map_1.txt
6,6,-2,-2,0,3,map_1.txt
6,6,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,0,map_1.txt
5,5,-2,-2,0,0,map_1.txt
5,5,-2,-2,0,1,map_1.txt
2,2,-2,-2,0,1,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,1,map_1.txt
4,7,-1,-1,0,3,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,0,map_1.txt
1,1,1,1,0,2,map_1.txt
4,4,-1,-1,0,0,map_1.txt
4,4,-2,-2,0,3,map_1.txt
4,4,-2,-2,0,1,map_1.txt
1,1,1,1,0,2,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
2,2,2,-2,0,3,map_1.txt
5,6,-1,-1,0,3,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
5,5,-2,-2,0,1,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,0,map_1.txt
1,1,1,1,0,0,map_1.txt
4,4,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,0,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,5,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,2,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,2,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,2,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,5,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
4,4,2,-2,0,3,map_1.txt
3,4,-1,-2,0,1,map_1.txt
5,1,2,1,0,1,map_1.txt
4,5,-1,-1,0,1,map_1.txt
4,0,2,0,0,1,map_1.txt
5,6,-1,-1,0,3,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,0,map_1.txt
6,3,2,-1,0,0,map_1.txt
3,5,1,-2,0,3,map_1.txt
2,5,-1,-2,0,3,map_1.txt
2,5,-1,-2,0,1,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,0,map_1.txt
1,1,1,1,0,0,map_1.txt
4,4,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,1,map_1.txt
4,7,-1,-1,0,3,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
5,5,-2,-2,0,1,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
5,6,-1,-1,0,3,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,3,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,0,map_1.txt
1,1,1,1,0,2,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
3,3,2,-2,0,3,map_1.txt
4,5,-1,-1,0,3,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,0,map_1.txt
2,2,-2,-2,0,2,map_1.txt
3,3,-1,-1,0,1,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
8,5,2,-1,0,3,map_1.txt
4,0,2,0,0,0,map_1.txt
4,5,-1,-1,0,3,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,1,map_1.txt
4,7,-1,-1,0,3,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,0,map_1.txt
5,5,-2,-2,0,2,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,1,map_1.txt
4,4,-1,-1,0,1,map_1.txt
3,3,-2,-2,0,2,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,0,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
4,4,2,-2,0,0,map_1.txt
4,4,2,-2,0,3,map_1.txt
3,4,-1,-2,0,1,map_1.txt
5,1,2,1,0,1,map_1.txt
4,5,-1,-1,0,3,map_1.txt
2,4,2,-2,0,3,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,3,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,3,map_1.txt
0,0,0,0,0,1,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,5,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,1,map_1.txt
0,0,0,0,0,1,map_1.txt
6,6,-1,-1,0,2,map_1.txt
2,2,-2,-2,0,5,map_1.txt
6,3,2,-1,0,3,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,1,map_1.txt
4,7,-1,-1,0,3,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
5,6,-1,-1,0,3,map_1.txt
1,3,2,-2,0,0,map_1.txt
7,4,-1,-1,0,0,map_1.txt
2,4,2,-2,0,0,map_1.txt
6,3,2,-1,0,3,map_1.txt
4,2,2,-2,0,1,map_1.txt
3,6,-1,-2,0,1,map_1.txt
3,1,2,-2,0,3,map_1.txt
6,5,-1,-1,0,1,map_1.txt
0,4,0,-2,0,4,map_1.txt
4,4,-2,-2,0,2,map_1.txt
7,7,-1,-1,0,0,map_1.txt
1,1,-2,-2,0,0,map_1.txt
6,6,-2,-2,0,2,map_1.txt
4,4,-2,-2,0,2,map_1.txt
5,5,-1,-1,0,2,map_1.txt
3,3,-2,-2,0,1,map_1.txt
5,5,-1,-1,0,1,map_1.txt
2,2,-2,-2,0,5,map_1.txt
3,6,-1,-2,0,3,map_1.txt
1,5,1,-2,0,1,map_1.txt
